id,noise,fiber,,rawPath,channel,sizeX,sizeY,sizeX_nm,sizeY_nm,user,imPath
8340,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.000,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8340.tif
8341,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.000,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8341.tif
8342,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.000,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8342.tif
8343,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.001,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8343.tif
8344,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.001,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8344.tif
8345,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.001,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8345.tif
8346,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.002,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8346.tif
8347,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.002,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8347.tif
8348,,,,Data/capture/Kin/20150116/20150116_Substrate2_1x1um.002,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8348.tif
8349,,,,Data/capture/Kin/20150116/20150116_Substrate2_2x2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8349.tif
8350,,,,Data/capture/Kin/20150116/20150116_Substrate2_2x2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8350.tif
8351,,,,Data/capture/Kin/20150116/20150116_Substrate2_2x2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8351.tif
8352,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.000,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8352.tif
8353,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.000,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8353.tif
8354,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.000,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8354.tif
8355,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.001,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8355.tif
8356,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.001,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8356.tif
8357,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.001,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8357.tif
8358,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.002,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8358.tif
8359,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.002,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8359.tif
8360,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.002,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8360.tif
8361,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.003,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8361.tif
8362,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.003,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8362.tif
8363,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.003,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8363.tif
8364,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.004,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8364.tif
8365,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.004,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8365.tif
8366,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.004,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8366.tif
8367,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.005,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8367.tif
8368,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.005,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8368.tif
8369,,,,Data/capture/Kin/20150116/20150116_Substrate2_500x500nm.005,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8369.tif
8370,,,,Data/capture/Kin/20150116/20150116_Substrate2_5x5um.000,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8370.tif
8371,,,,Data/capture/Kin/20150116/20150116_Substrate2_5x5um.000,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8371.tif
8372,,,,Data/capture/Kin/20150116/20150116_Substrate2_5x5um.000,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8372.tif
8373,,,,Data/capture/Kin/20150116/20150116_Substrate3_1x1um.000,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8373.tif
8374,,,,Data/capture/Kin/20150116/20150116_Substrate3_1x1um.000,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8374.tif
8375,,,,Data/capture/Kin/20150116/20150116_Substrate3_1x1um.000,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8375.tif
8376,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8376.tif
8377,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8377.tif
8378,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8378.tif
8379,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.001,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8379.tif
8380,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.001,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8380.tif
8381,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.001,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8381.tif
8382,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.002,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8382.tif
8383,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.002,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8383.tif
8384,,,,Data/capture/Kin/20150116/20150116_Substrate3_2x2um.002,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8384.tif
8385,,,,Data/capture/Kin/20150116/20150116_Substrate3_500x500nm.000,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8385.tif
8386,,,,Data/capture/Kin/20150116/20150116_Substrate3_500x500nm.000,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8386.tif
8387,,,,Data/capture/Kin/20150116/20150116_Substrate3_500x500nm.000,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8387.tif
8388,,,,Data/capture/Kin/20150116/20150116_Substrate3_5x5um.000,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8388.tif
8389,,,,Data/capture/Kin/20150116/20150116_Substrate3_5x5um.000,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8389.tif
8390,,,,Data/capture/Kin/20150116/20150116_Substrate3_5x5um.000,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8390.tif
8391,,,,Data/capture/Kin/20150116/20150116_Substrate3_5x5um.001,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8391.tif
8392,,,,Data/capture/Kin/20150116/20150116_Substrate3_5x5um.001,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8392.tif
8393,,,,Data/capture/Kin/20150116/20150116_Substrate3_5x5um.001,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8393.tif
8394,,,,Data/capture/Kin/20150116/2015016_Substrate4_2x2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8394.tif
8395,,,,Data/capture/Kin/20150116/2015016_Substrate4_2x2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8395.tif
8396,,,,Data/capture/Kin/20150116/2015016_Substrate4_2x2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8396.tif
8397,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated1um.000,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8397.tif
8398,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated1um.000,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8398.tif
8399,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated1um.000,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8399.tif
8400,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8400.tif
8401,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8401.tif
8402,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8402.tif
8403,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated500nm.000,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8403.tif
8404,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated500nm.000,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8404.tif
8405,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated500nm.000,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8405.tif
8406,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated_5um.000,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8406.tif
8407,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated_5um.000,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8407.tif
8408,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated_5um.000,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8408.tif
8409,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated_5um.001,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8409.tif
8410,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated_5um.001,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8410.tif
8411,,,,Data/capture/Kin/20150202/20150202_ITO_C12PhosphonicAcidTreated_5um.001,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8411.tif
8412,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_1um.000,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8412.tif
8413,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_1um.000,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8413.tif
8414,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_1um.000,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8414.tif
8415,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_1um.001,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8415.tif
8416,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_1um.001,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8416.tif
8417,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_1um.001,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8417.tif
8418,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8418.tif
8419,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8419.tif
8420,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8420.tif
8421,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_2um.001,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8421.tif
8422,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_2um.001,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8422.tif
8423,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_2um.001,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8423.tif
8424,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_500nm.000,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8424.tif
8425,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_500nm.000,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8425.tif
8426,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_500nm.000,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8426.tif
8427,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_500nm.001,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8427.tif
8428,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_500nm.001,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8428.tif
8429,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_500nm.001,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8429.tif
8430,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_5um.000,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8430.tif
8431,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_5um.000,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8431.tif
8432,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_5um.000,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8432.tif
8433,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_5um.001,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8433.tif
8434,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_5um.001,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8434.tif
8435,,,,Data/capture/Kin/20150202/20150202_LBFilms_Substrate9_4Layers_5um.001,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8435.tif
8436,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_1um.000,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8436.tif
8437,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_1um.000,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8437.tif
8438,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_1um.000,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8438.tif
8439,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_1um.001,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8439.tif
8440,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_1um.001,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8440.tif
8441,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_1um.001,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8441.tif
8442,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8442.tif
8443,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8443.tif
8444,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8444.tif
8445,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_2um.001,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8445.tif
8446,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_2um.001,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8446.tif
8447,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_2um.001,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8447.tif
8448,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_500nm.000,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8448.tif
8449,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_500nm.000,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8449.tif
8450,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_500nm.000,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8450.tif
8451,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_500nm.001,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8451.tif
8452,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_500nm.001,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8452.tif
8453,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_500nm.001,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8453.tif
8454,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.000,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8454.tif
8455,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.000,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8455.tif
8456,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.000,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8456.tif
8457,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.001,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8457.tif
8458,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.001,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8458.tif
8459,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.001,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8459.tif
8460,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.002,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8460.tif
8461,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.002,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8461.tif
8462,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.002,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8462.tif
8463,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.003,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8463.tif
8464,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.003,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8464.tif
8465,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate11_12Layers_5um.003,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8465.tif
8466,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_1um.000,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8466.tif
8467,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_1um.000,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8467.tif
8468,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_1um.000,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8468.tif
8469,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_1um.001,ZSensor,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8469.tif
8470,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_1um.001,AmplitudeError,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8470.tif
8471,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_1um.001,Phase,256,256,1000,1000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8471.tif
8472,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_2um.000,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8472.tif
8473,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_2um.000,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8473.tif
8474,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_2um.000,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8474.tif
8475,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_2um.001,ZSensor,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8475.tif
8476,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_2um.001,AmplitudeError,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8476.tif
8477,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_2um.001,Phase,256,256,2000,2000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8477.tif
8478,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_500nm.000,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8478.tif
8479,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_500nm.000,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8479.tif
8480,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_500nm.000,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8480.tif
8481,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_500nm.001,ZSensor,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8481.tif
8482,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_500nm.001,AmplitudeError,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8482.tif
8483,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_500nm.001,Phase,256,256,500,500,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8483.tif
8484,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_5um.000,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8484.tif
8485,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_5um.000,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8485.tif
8486,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_5um.000,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8486.tif
8487,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_5um.001,ZSensor,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8487.tif
8488,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_5um.001,AmplitudeError,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8488.tif
8489,,,,Data/capture/Kin/20150202/20150203_LBFilms_Substrate14_8Layers_5um.001,Phase,256,256,5000,5000,Kin,/Users/Imperssonator/CC/uhcs/data/afm/8489.tif
