id,id,noise,fiber,rawPath,channel,sizeX,sizeY,sizeX_nm,sizeY_nm,user,imPath
1698,1698,c,n,Data/capture/Dalsu/2015-7-9/2MP-Son_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1698.tif
1699,1699,n,f,Data/capture/Dalsu/2015-7-9/2MP-Son_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1699.tif
1700,1700,c,n,Data/capture/Dalsu/2015-7-9/2MP-Son_2_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1700.tif
1701,1701,c,n,Data/capture/Dalsu/2015-7-9/2MP-Son_2_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1701.tif
1702,1702,n,f,Data/capture/Dalsu/2015-7-9/2MP-Son_2_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1702.tif
1703,1703,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-mix-pdms.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1703.tif
1704,1704,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-mix-pdms.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1704.tif
1705,1705,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-mix-pdms.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1705.tif
1706,1706,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-2.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1706.tif
1707,1707,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-2.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1707.tif
1708,1708,n,f,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-2.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1708.tif
1709,1709,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1-10um.000,Height,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1709.tif
1710,1710,c,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1-10um.000,AmplitudeError,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1710.tif
1711,1711,n,f,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1-10um.000,Phase,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1711.tif
1712,1712,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1-20um.001,Height,1024,1024,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1712.tif
1713,1713,c,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1-20um.001,AmplitudeError,1024,1024,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1713.tif
1714,1714,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1-20um.001,Phase,1024,1024,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1714.tif
1715,1715,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1715.tif
1716,1716,c,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1716.tif
1717,1717,n,f,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-1.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1717.tif
1718,1718,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3-10um.000,Height,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1718.tif
1719,1719,c,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3-10um.000,AmplitudeError,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1719.tif
1720,1720,n,f,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3-10um.000,Phase,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1720.tif
1721,1721,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3-20um.001,Height,1024,1024,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1721.tif
1722,1722,c,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3-20um.001,AmplitudeError,1024,1024,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1722.tif
1723,1723,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3-20um.001,Phase,1024,1024,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1723.tif
1724,1724,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1724.tif
1725,1725,c,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1725.tif
1726,1726,n,f,Data/capture/Dalsu/2015-7-9/2mp-son-pdms-stretch-3.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1726.tif
1727,1727,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1727.tif
1728,1728,n,n,Data/capture/Dalsu/2015-7-9/2mp-son-pdms.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1728.tif
1729,1729,n,f,Data/capture/Dalsu/2015-7-9/2mp-son-pdms.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1729.tif
1730,1730,n,n,Data/capture/Dalsu/2015-7-9/pdms.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1730.tif
1731,1731,c,n,Data/capture/Dalsu/2015-7-9/pdms.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1731.tif
1732,1732,n,n,Data/capture/Dalsu/2015-7-9/pdms.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1732.tif
1733,1733,n,n,Data/capture/Dalsu/2015-7-9/pdms_2.000,Height,256,256,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1733.tif
1734,1734,c,n,Data/capture/Dalsu/2015-7-9/pdms_2.000,AmplitudeError,256,256,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1734.tif
1735,1735,n,n,Data/capture/Dalsu/2015-7-9/pdms_2.000,Phase,256,256,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1735.tif
1736,1736,c,n,Data/capture/Dalsu/3-11-2014/Mix_1hr.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1736.tif
1737,1737,n,n,Data/capture/Dalsu/3-11-2014/Mix_1hr.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1737.tif
1738,1738,n,n,Data/capture/Dalsu/3-11-2014/Mix_1hr.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1738.tif
1739,1739,c,n,Data/capture/Dalsu/3-11-2014/Mix_1hr_Son.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1739.tif
1740,1740,c,n,Data/capture/Dalsu/3-11-2014/Mix_1hr_Son.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1740.tif
1741,1741,c,n,Data/capture/Dalsu/3-11-2014/Mix_1hr_Son.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1741.tif
1742,1742,c,n,Data/capture/Dalsu/3-11-2014/Mix_1min_son.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1742.tif
1743,1743,c,n,Data/capture/Dalsu/3-11-2014/Mix_1min_son.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1743.tif
1744,1744,c,f,Data/capture/Dalsu/3-11-2014/Mix_1min_son.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1744.tif
1745,1745,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_30m_30m.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1745.tif
1746,1746,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_30m_30m.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1746.tif
1747,1747,c,f,Data/capture/Dalsu/3-11-2014/Son-2MP_30m_30m.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1747.tif
1748,1748,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_30m_5min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1748.tif
1749,1749,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_30m_5min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1749.tif
1750,1750,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_30m_5min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1750.tif
1751,1751,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_5m_30m.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1751.tif
1752,1752,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_5m_30m.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1752.tif
1753,1753,c,f,Data/capture/Dalsu/3-11-2014/Son-2MP_5m_30m.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1753.tif
1754,1754,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_5m_5m.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1754.tif
1755,1755,c,n,Data/capture/Dalsu/3-11-2014/Son-2MP_5m_5m.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1755.tif
1756,1756,c,f,Data/capture/Dalsu/3-11-2014/Son-2MP_5m_5m.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1756.tif
1757,1757,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1757.tif
1758,1758,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1758.tif
1759,1759,c,f,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1759.tif
1760,1760,n,n,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1760.tif
1761,1761,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1761.tif
1762,1762,n,f,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1762.tif
1763,1763,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa_Stream_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1763.tif
1764,1764,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa_Stream_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1764.tif
1765,1765,n,f,Data/capture/Dalsu/3-3-2014/CF40_2min_1day_Pa_Stream_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1765.tif
1766,1766,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Glass.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1766.tif
1767,1767,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Glass.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1767.tif
1768,1768,c,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Glass.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1768.tif
1769,1769,n,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa150.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1769.tif
1770,1770,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa150.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1770.tif
1771,1771,n,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa150.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1771.tif
1772,1772,n,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa300.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1772.tif
1773,1773,n,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa300.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1773.tif
1774,1774,n,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa300.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1774.tif
1775,1775,n,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa300_Stream.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1775.tif
1776,1776,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa300_Stream.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1776.tif
1777,1777,n,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa300_Stream.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1777.tif
1778,1778,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa50.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1778.tif
1779,1779,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa50.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1779.tif
1780,1780,c,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa50.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1780.tif
1781,1781,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa50_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1781.tif
1782,1782,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa50_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1782.tif
1783,1783,c,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Pa50_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1783.tif
1784,1784,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Spin.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1784.tif
1785,1785,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Spin.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1785.tif
1786,1786,c,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Spin.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1786.tif
1787,1787,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Spin_Last.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1787.tif
1788,1788,c,n,Data/capture/Dalsu/3-3-2014/CF40_2min_Spin_Last.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1788.tif
1789,1789,c,f,Data/capture/Dalsu/3-3-2014/CF40_2min_Spin_Last.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1789.tif
1790,1790,n,n,Data/capture/Dalsu/4-29-2014/0%_2min.001,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1790.tif
1791,1791,c,n,Data/capture/Dalsu/4-29-2014/0%_2min.001,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1791.tif
1792,1792,n,f,Data/capture/Dalsu/4-29-2014/0%_2min.001,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1792.tif
1793,1793,c,n,Data/capture/Dalsu/4-29-2014/10%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1793.tif
1794,1794,c,n,Data/capture/Dalsu/4-29-2014/10%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1794.tif
1795,1795,n,f,Data/capture/Dalsu/4-29-2014/10%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1795.tif
1796,1796,c,n,Data/capture/Dalsu/4-29-2014/15%_1min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1796.tif
1797,1797,c,n,Data/capture/Dalsu/4-29-2014/15%_1min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1797.tif
1798,1798,c,f,Data/capture/Dalsu/4-29-2014/15%_1min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1798.tif
1799,1799,c,n,Data/capture/Dalsu/4-29-2014/15%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1799.tif
1800,1800,c,n,Data/capture/Dalsu/4-29-2014/15%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1800.tif
1801,1801,n,f,Data/capture/Dalsu/4-29-2014/15%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1801.tif
1802,1802,c,n,Data/capture/Dalsu/4-29-2014/15%_3min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1802.tif
1803,1803,c,n,Data/capture/Dalsu/4-29-2014/15%_3min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1803.tif
1804,1804,c,f,Data/capture/Dalsu/4-29-2014/15%_3min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1804.tif
1805,1805,c,n,Data/capture/Dalsu/4-29-2014/20%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1805.tif
1806,1806,c,n,Data/capture/Dalsu/4-29-2014/20%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1806.tif
1807,1807,c,f,Data/capture/Dalsu/4-29-2014/20%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1807.tif
1808,1808,c,n,Data/capture/Dalsu/4-29-2014/30%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1808.tif
1809,1809,c,n,Data/capture/Dalsu/4-29-2014/30%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1809.tif
1810,1810,c,n,Data/capture/Dalsu/4-29-2014/30%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1810.tif
1811,1811,c,n,Data/capture/Dalsu/4-29-2014/40%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1811.tif
1812,1812,c,n,Data/capture/Dalsu/4-29-2014/40%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1812.tif
1813,1813,c,n,Data/capture/Dalsu/4-29-2014/40%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1813.tif
1814,1814,c,n,Data/capture/Dalsu/4-29-2014/5%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1814.tif
1815,1815,c,n,Data/capture/Dalsu/4-29-2014/5%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1815.tif
1816,1816,c,f,Data/capture/Dalsu/4-29-2014/5%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1816.tif
1817,1817,c,n,Data/capture/Dalsu/4-30-2014/10%_2MP.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1817.tif
1818,1818,c,n,Data/capture/Dalsu/4-30-2014/10%_2MP.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1818.tif
1819,1819,n,n,Data/capture/Dalsu/4-30-2014/10%_2MP.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1819.tif
1820,1820,c,n,Data/capture/Dalsu/4-30-2014/15%_2MP.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1820.tif
1821,1821,c,n,Data/capture/Dalsu/4-30-2014/15%_2MP.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1821.tif
1822,1822,n,f,Data/capture/Dalsu/4-30-2014/15%_2MP.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1822.tif
1823,1823,c,n,Data/capture/Dalsu/4-30-2014/20%_2MP.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1823.tif
1824,1824,c,n,Data/capture/Dalsu/4-30-2014/20%_2MP.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1824.tif
1825,1825,c,f,Data/capture/Dalsu/4-30-2014/20%_2MP.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1825.tif
1826,1826,c,n,Data/capture/Dalsu/4-30-2014/30%_2MP.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1826.tif
1827,1827,c,n,Data/capture/Dalsu/4-30-2014/30%_2MP.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1827.tif
1828,1828,n,f,Data/capture/Dalsu/4-30-2014/30%_2MP.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1828.tif
1829,1829,c,n,Data/capture/Dalsu/4-30-2014/40%_2MP.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1829.tif
1830,1830,c,n,Data/capture/Dalsu/4-30-2014/40%_2MP.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1830.tif
1831,1831,c,f,Data/capture/Dalsu/4-30-2014/40%_2MP.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1831.tif
1832,1832,c,n,Data/capture/Dalsu/4-30-2014/5%_2MP.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1832.tif
1833,1833,c,n,Data/capture/Dalsu/4-30-2014/5%_2MP.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1833.tif
1834,1834,n,n,Data/capture/Dalsu/4-30-2014/5%_2MP.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1834.tif
1835,1835,c,n,Data/capture/Dalsu/5-1-2014/15%_30+30sec.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1835.tif
1836,1836,c,n,Data/capture/Dalsu/5-1-2014/15%_30+30sec.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1836.tif
1837,1837,c,n,Data/capture/Dalsu/5-1-2014/15%_30+30sec.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1837.tif
1838,1838,c,n,Data/capture/Dalsu/5-1-2014/15%_30sec.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1838.tif
1839,1839,c,n,Data/capture/Dalsu/5-1-2014/15%_30sec.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1839.tif
1840,1840,n,f,Data/capture/Dalsu/5-1-2014/15%_30sec.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1840.tif
1841,1841,c,n,Data/capture/Dalsu/5-1-2014/20%_2min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1841.tif
1842,1842,c,n,Data/capture/Dalsu/5-1-2014/20%_2min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1842.tif
1843,1843,c,n,Data/capture/Dalsu/5-1-2014/20%_2min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1843.tif
1844,1844,c,n,Data/capture/Dalsu/5-1-2014/2min--100ul.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1844.tif
1845,1845,c,n,Data/capture/Dalsu/5-1-2014/2min--100ul.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1845.tif
1846,1846,c,f,Data/capture/Dalsu/5-1-2014/2min--100ul.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1846.tif
1847,1847,c,n,Data/capture/Dalsu/5-1-2014/2min--140ul.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/1847.tif
